, UID       , Nat       , 2nd Nat   , Name                                  ,           ,           ,           ,
, 2002170562, GER       , MWI       , Mike Malata                           , 1         , 5         , 3         ,
, 2002170561, GER       , GAM       , Edrissa Jaiteh                        , 1         , 5         , 3         ,
, 2002170560, ETH       , GER       , Biniam Samuel                         , 1         , 16        , 3         ,
, 2002170559, TOG       , GER       , Loïc Akakpo                           , 2         , 15        , 3         ,
, 2002170558, GER       , ALG       , Mourad Cherif                         , 1         , 5         , 2         ,
, 2002170557, FRA       ,           , Yann Peron                            , 1         , 3         , 0         ,
, 2002170556, FRA       ,           , Lionel Duhamel                        , 1         , 3         , 0         ,
, 2002170555, FRA       ,           , Jordan Conan                          , 2         , 5         , 0         ,
, 2002170554, FRA       ,           , Régis Costa                           , 2         , 3         , 0         ,
, 2002170553, FRA       ,           , Adam Masson                           , 1         , 7         , 0         ,
, 2002170552, MLI       , FRA       , Sambadio Berthé                       , 1         , 5         , 3         ,
, 2002170551, COL       , POL       , Arkadiusz Kuczera                     , 1         , 9         , 0         ,
, 2002170550, MAR       , FRA       , Yahya Bennani                         , 3         , 16        , 2         ,
, 2002170549, FRA       , TUR       , Engin Yılmaz                          , 3         , 16        , 1         ,
, 2002170548, ENG       ,           , Nick Carter                           , 1         , 5         , 0         ,
, 2002170547, WAL       ,           , Zak Peters                            , 2         , 12        , 0         ,
, 2002170546, ENG       ,           , Paul Forsey                           , 1         , 11        , 0         ,
, 2002170545, WAL       ,           , Cameron Jones                         , 3         , 11        , 0         ,
, 2002170544, ENG       , IRL       , Rio Jones                             , 1         , 5         , 3         ,
, 2002170543, ENG       ,           , Jack Brown                            , 2         , 5         , 3         ,
, 2002170542, ENG       ,           , John Paul Stockdill                   , 1         , 5         , 0         ,
, 2002170541, RSA       , ENG       , Jason Tlolane                         , 2         , 15        , 3         ,
, 2002170540, ENG       ,           , Harvey Davis                          , 2         , 11        , 0         ,
, 2002170517, POL       ,           , Patryk Oziębała                       , 3         , 11        , 0         ,
, 2002170516, POL       ,           , Bartosz Cheliński                     , 2         , 7         , 0         ,
, 2002170515, POL       ,           , Jacek Kowalczyk                       , 2         , 10        , 0         ,
, 2002170514, POL       ,           , Mateusz Zaborowski                    , 1         , 9         , 0         ,
, 2002170513, POL       ,           , Eryk Wypych                           , 1         , 1         , 0         ,
, 2002170512, POL       ,           , Mikołaj Mosakowski                    , 3         , 16        , 0         ,
, 2002170511, POL       ,           , Kamil Paszkowski                      , 1         , 10        , 0         ,
, 2002170510, POL       ,           , Damian Chrzanowski                    , 1         , 3         , 0         ,
, 2002170509, POL       ,           , Gracjan Stelmach                      , 2         , 7         , 0         ,
, 2002170508, GER       ,           , Carsten Endress                       , 1         , 2         , 0         ,
, 2002170507, POL       , GER       , Daniel Kursa                          , 3         , 16        , 0         ,
, 2002170506, USA       , GER       , Stuart Creasman                       , 1         , 2         , 0         ,
, 2002170505, GER       ,           , Matti Hoffmann                        , 1         , 11        , 0         ,
, 2002170504, SRB       , GER       , Marko Cvetanović                      , 3         , 9         , 0         ,
, 2002170503, GER       ,           , Johannes Schröder                     , 1         , 9         , 0         ,
, 2002170502, GER       , ITA       , Giuseppe Lazzaro                      , 1         , 9         , 0         ,
, 2002170501, GER       , ITA       , Christian Del Vecchio                 , 2         , 16        , 1         ,
, 2002170500, GER       ,           , Julian Behrens                        , 2         , 13        , 0         ,
, 2002170499, TUR       , GER       , Sadun Bekaroğlu                       , 1         , 3         , 1         ,
, 2002170498, GRE       , GER       , Kostas Kassianos                      , 2         , 12        , 1         ,
, 2002170497, GER       ,           , Ken Robin von Knebel                  , 1         , 14        , 0         ,
, 2002170496, GER       ,           , Mika-Louis Neitzert                   , 1         , 11        , 0         ,
, 2002170495, GER       ,           , Nicklas Falldorf                      , 1         , 13        , 0         ,
, 2002170494, GER       ,           , Winfried Kastenmeier                  , 2         , 7         , 0         ,
, 2002170493, GER       ,           , Rick-Dieter Steinwender               , 1         , 3         , 0         ,
, 2002170492, GER       ,           , Rainer Brauer                         , 1         , 11        , 0         ,
, 2002170491, FRA       , REU       , Damien Cheik Ahamed                   , 2         , 16        , 3         ,
, 2002170490, NGA       , FRA       , Edidiong Moses                        , 3         , 5         , 3         ,
, 2002170489, FRA       ,           , Titouan Guillet                       , 3         , 9         , 0         ,
, 2002170488, FRA       , MTN       , Mohamed Bâ                            , 2         , 16        , 3         ,
, 2002170487, CMR       , FRA       , Didier Bekono                         , 1         , 16        , 3         ,
, 2002170486, FRA       ,           , Louis Teixeira                        , 2         , 15        , 0         ,
, 2002170485, FRA       ,           , Timothée Mahe                         , 2         , 3         , 0         ,
, 2002170484, FRA       , ALG       , Moussa Ghalem                         , 1         , 5         , 2         ,
, 2002170483, FRA       ,           , Tony Pelletier                        , 1         , 12        , 0         ,
, 2002170482, GHA       , GER       , Michael Hien                          , 3         , 16        , 3         ,
, 2002170481, GHA       , ENG       , Godwin Diallo                         , 1         , 5         , 3         ,
, 2002170480, ATG       , ENG       , Lloyd Blackstock                      , 1         , 15        , 3         ,
, 2002170479, ENG       , GRE       , Aris Drosos                           , 2         , 5         , 1         ,
, 2002170478, ENG       ,           , Fyn Breacker-Bieber                   , 2         , 10        , 0         ,
, 2002170477, ENG       ,           , Solly Pitman                          , 1         , 11        , 0         ,
, 2002170476, ENG       , IRL       , Jamie McGowan                         , 2         , 2         , 0         ,
, 2002170475, IRL       ,           , Billy O'Sullivan-Connell              , 3         , 9         , 0         ,
, 2002170384, UKR       ,           , Serhiy Kapinus                        , 2         , 8         , 0         ,
, 2002170383, UKR       ,           , Stanislav Sokolovskyi                 , 3         , 3         , 0         ,
, 2002170382, UKR       ,           , Volodymyr Kuznetsov                   , 2         , 1         , 0         ,
, 2002170381, UKR       ,           , Artur Zinchenko                       , 2         , 12        , 0         ,
, 2002170380, UKR       ,           , Alexandr Agapov                       , 1         , 12        , 0         ,
, 2002170379, UKR       ,           , Alexandr Akimov                       , 2         , 3         , 0         ,
, 2002170378, POL       , GER       , Jakub Zawal                           , 3         , 10        , 0         ,
, 2002170377, GER       ,           , Marten Schneider                      , 3         , 3         , 0         ,
, 2002170376, GER       ,           , Utz Heermann                          , 3         , 12        , 0         ,
, 2002170375, GER       , ITA       , Bixente Mansur                        , 1         , 3         , 1         ,
, 2002170374, GER       ,           , Carsten Wrobel                        , 1         , 3         , 0         ,
, 2002170373, GER       ,           , Manfred Grabowski                     , 1         , 3         , 0         ,
, 2002170372, GER       ,           , Anton Bargfrede                       , 1         , 2         , 0         ,
, 2002170371, CRO       , GER       , Bernard Kilić                         , 1         , 9         , 0         ,
, 2002170370, GER       ,           , Roland Steinhauer                     , 1         , 3         , 0         ,
, 2002170369, GER       ,           , Joachim Bayer                         , 1         , 16        , 0         ,
, 2002170368, GHA       , GER       , Godwin Imoro                          , 1         , 15        , 3         ,
, 2002170367, GHA       , GER       , Maxwell Osei                          , 1         , 5         , 3         ,
, 2002170366, GER       , GHA       , Abraham Owusu                         , 3         , 5         , 3         ,
, 2002170365, GHA       , GER       , Kofi Frimpong                         , 3         , 5         , 3         ,
, 2002170364, GER       ,           , Jannis Kalla                          , 1         , 12        , 0         ,
, 2002170363, GER       ,           , Roberto Brauburger                    , 1         , 5         , 0         ,
, 2002170362, GER       , SRB       , Đorđe Radojković                      , 1         , 10        , 0         ,
, 2002170361, GER       ,           , Kai Scherer                           , 1         , 10        , 0         ,
, 2002170360, FRA       ,           , Nino Jehl                             , 1         , 9         , 0         ,
, 2002170359, FRA       ,           , Ilies Brun                            , 2         , 12        , 0         ,
, 2002170358, FRA       , SEN       , Moussa Faty                           , 3         , 16        , 3         ,
, 2002170357, FRA       , COD       , Vivaldy Kabamba                       , 1         , 5         , 3         ,
, 2002170356, FRA       ,           , Cédric Diaby                          , 3         , 1         , 0         ,
, 2002170355, CIV       , FRA       , Aboudramane Koné                      , 1         , 15        , 3         ,
, 2002170354, MAR       , FRA       , Youssef Daoudi                        , 1         , 5         , 2         ,
, 2002170353, FRA       ,           , Ilan Frey                             , 2         , 15        , 0         ,
, 2002170352, ENG       ,           , Maasai Cork                           , 2         , 11        , 0         ,
, 2002170351, ENG       , IRL       , Sam Merron                            , 1         , 15        , 0         ,
, 2002170350, ROU       , ENG       , Silviu Dumitrache                     , 2         , 5         , 1         ,
, 2002170349, ENG       ,           , Bill Dyson                            , 1         , 3         , 0         ,
, 2002170348, ESP       , BAS       , Ander Peña                            , 1         , 5         , 1         ,
, 2002170347, SCO       , MWI       , Innocent Nyirenda                     , 2         , 5         , 3         ,
, 2002170346, ENG       ,           , Andrew Spickett                       , 1         , 2         , 0         ,
, 2002170345, NIR       ,           , Thomas Toland                         , 2         , 13        , 0         ,
, 2002170344, SCO       , ZAN       , Shaun Wilby                           , 1         , 3         , 0         ,
, 2002170342, WAL       ,           , David Griffiths                       , 1         , 1         , 0         ,
, 2002170341, WAL       ,           , Ian Reynolds                          , 1         , 3         , 0         ,
, 2002170340, WAL       ,           , Craig Jenkins                         , 1         , 3         , 0         ,
, 2002170339, HUN       , WAL       , Gábor Huszty                          , 2         , 12        , 0         ,
, 2002170338, WAL       ,           , James Davies                          , 1         , 4         , 0         ,
, 2002170337, WAL       ,           , Michael Roberts                       , 2         , 3         , 0         ,
, 2002170336, WAL       ,           , Kieron Roberts                        , 3         , 12        , 0         ,
, 2002170335, WAL       ,           , Carwyn Foulkes                        , 3         , 3         , 0         ,
, 2002170334, ARM       , NIR       , Norayr Marutyan                       , 1         , 16        , 2         ,
, 2002170333, NIR       ,           , Taylor Watson                         , 2         , 10        , 0         ,
, 2002170332, NIR       ,           , Matthew Nelson                        , 2         , 11        , 0         ,
, 2002170331, NIR       ,           , Jonny Martin                          , 1         , 16        , 0         ,
, 2002170330, NIR       , ENG       , Daniel Robinson                       , 1         , 3         , 0         ,
, 2002170329, SRB       , GER       , Dejan Stojanović                      , 2         , 1         , 0         ,
, 2002170328, GER       ,           , Leon Wibbe                            , 1         , 4         , 0         ,
, 2002170327, GER       ,           , Matthias Feidel                       , 3         , 2         , 0         ,
, 2002170326, GER       , GHA       , Dritan Ihrig                          , 1         , 8         , 0         ,
, 2002170325, TUR       , GER       , Uğur Yıldırım                         , 3         , 11        , 2         ,
, 2002170324, GER       ,           , Niklas Kruth                          , 1         , 2         , 0         ,
, 2002170323, GER       ,           , Rudolf Falk                           , 1         , 12        , 0         ,
, 2002170322, DEN       , GER       , Jan Rømer                             , 1         , 9         , 0         ,
, 2002170321, LIB       , GER       , Akram Jawad                           , 2         , 16        , 2         ,
, 2002170320, GER       ,           , Rainer Roscher                        , 1         , 15        , 0         ,
, 2002170319, SUI       , GER       , Remo Blumenfeld                       , 2         , 3         , 1         ,
, 2002170318, GER       ,           , Gabriel Redl                          , 1         , 12        , 0         ,
, 2002170317, GER       ,           , Nico Gitschier                        , 2         , 11        , 0         ,
, 2002170316, GER       ,           , Timmo Sattelmaier                     , 2         , 2         , 0         ,
, 2002170315, GER       ,           , Frank Lorenz                          , 3         , 12        , 0         ,
, 2002170314, CZE       , GER       , Pavel Kellner                         , 1         , 11        , 0         ,
, 2002170313, AUT       , GER       , Christopher Loibl                     , 1         , 11        , 1         ,
, 2002170312, GER       ,           , Julian Jablonski                      , 2         , 15        , 0         ,
, 2002170311, GER       ,           , Danny Burkert                         , 2         , 8         , 0         ,
, 2002170310, JPN       , GER       , Satoshi Honma                         , 2         , 15        , 10        ,
, 2002170309, USA       , GER       , Phil Rudland                          , 1         , 12        , 0         ,
, 2002170308, USA       , GER       , John Garrett                          , 1         , 2         , 0         ,
, 2002170307, FRA       ,           , Gary Bédouet                          , 2         , 3         , 0         ,
, 2002170306, FRA       , MTQ       , Stanley Diony                         , 2         , 5         , 3         ,
, 2002170305, FRA       ,           , Elias Girardet                        , 1         , 9         , 0         ,
, 2002170304, FRA       ,           , William Bernadet                      , 2         , 5         , 1         ,
, 2002170303, ALG       , FRA       , Mustapha Titraoui                     , 2         , 16        , 2         ,
, 2002170302, FRA       ,           , Evan Causse                           , 1         , 9         , 0         ,
, 2002170301, FRA       , MTQ       , Kevin Marianne                        , 1         , 16        , 3         ,
, 2002170300, IRL       ,           , Jason Maher                           , 1         , 3         , 0         ,
, 2002170299, WAL       ,           , Sam Roberts                           , 2         , 12        , 0         ,
, 2002170298, ENG       ,           , Tommy Wilson                          , 2         , 8         , 0         ,
, 2002170297, ENG       , IRL       , Darren Ryan                           , 2         , 11        , 0         ,
, 2002170296, ENG       , IRL       , Oliver Cummings                       , 1         , 3         , 0         ,
, 2002170295, ENG       , WAL       , Asa Carroll                           , 1         , 12        , 0         ,
, 2002170294, WAL       ,           , Harry Lloyd                           , 3         , 2         , 0         ,
, 2002170293, WAL       , IRL       , Charlie Thomas                        , 1         , 11        , 0         ,
, 2002170292, ENG       ,           , Daniel Knight                         , 2         , 3         , 0         ,
, 2002170287, SCO       ,           , Alain Granger                         , 1         , 3         , 0         ,
, 2002170286, WAL       ,           , Richie Morgan                         , 2         , 10        , 0         ,
, 2002170285, WAL       , IRL       , Aaron Thomas                          , 1         , 16        , 0         ,
, 2002170284, WAL       ,           , Gwyn Elliott                          , 1         , 3         , 0         ,
, 2002170283, WAL       , NIR       , Stuart Moore                          , 1         , 11        , 0         ,
, 2002170282, WAL       , ENG       , Raymond Brown                         , 1         , 16        , 9         ,
, 2002170281, WAL       ,           , Phil Parry                            , 1         , 10        , 0         ,
, 2002170280, WAL       ,           , Matty Jones                           , 2         , 10        , 0         ,
, 2002170279, SCO       ,           , Reece Coleman                         , 3         , 10        , 0         ,
, 2002170278, SCO       , IRL       , Scott Rusk                            , 1         , 10        , 0         ,
, 2002170277, SCO       ,           , Eric Gormley                          , 1         , 15        , 0         ,
, 2002170276, SCO       , IRL       , Tim Linton                            , 1         , 10        , 0         ,
, 2002170275, SCO       ,           , Luke Gillespie                        , 1         , 7         , 0         ,
, 2002170274, SCO       ,           , Murray Spence                         , 1         , 3         , 0         ,
, 2002170273, SCO       ,           , Liam McLaren                          , 1         , 12        , 0         ,
, 2002170272, SCO       ,           , Dean Martin                           , 1         , 3         , 0         ,
, 2002170271, NIR       ,           , Corey McCaffrey                       , 2         , 16        , 0         ,
, 2002170270, NIR       ,           , Bill Neill                            , 2         , 10        , 0         ,
, 2002170269, NIR       , IRL       , Kian McLellan                         , 3         , 11        , 0         ,
, 2002170268, NIR       ,           , Corin Picking                         , 1         , 3         , 0         ,
, 2002170267, NIR       ,           , Gregory Breen                         , 1         , 15        , 5         ,
, 2002170266, GER       ,           , Joachim Riemann                       , 2         , 9         , 0         ,
, 2002170265, GER       ,           , Maik Eichelbaum                       , 3         , 7         , 0         ,
, 2002170264, USA       , GER       , Kieran Rodríguez                      , 3         , 5         , 9         ,
, 2002170263, CZE       , GER       , Radek Podaný                          , 1         , 8         , 0         ,
, 2002170262, TUR       , GER       , Hakan Hayati Randa                    , 3         , 16        , 2         ,
, 2002170261, MKD       , GER       , Riste Talevski                        , 1         , 15        , 0         ,
, 2002170260, GER       ,           , Bennet Maschke                        , 1         , 11        , 0         ,
, 2002170259, GER       ,           , Nicky Schlicht                        , 1         , 12        , 0         ,
, 2002170258, GER       ,           , Philipp Abele                         , 2         , 10        , 0         ,
, 2002170257, GER       ,           , Lukas Wilhelm                         , 1         , 10        , 0         ,
, 2002170256, TUR       , GER       , Emrah Bulut                           , 3         , 16        , 2         ,
, 2002170255, GER       ,           , Julian Behrens                        , 1         , 8         , 0         ,
, 2002170254, GER       ,           , Ronald Pfanne                         , 1         , 10        , 0         ,
, 2002170253, FRA       , GER       , Pablo Thiebaut                        , 1         , 1         , 0         ,
, 2002170252, GHA       , GER       , Kelvin Yussif                         , 2         , 16        , 3         ,
, 2002170251, GER       ,           , Mattis Dulleck                        , 2         , 15        , 0         ,
, 2002170250, GER       , CRO       , Danijel Vidović                       , 1         , 11        , 0         ,
, 2002170249, FRA       ,           , Thibaud Vernay                        , 1         , 14        , 0         ,
, 2002170248, FRA       ,           , Fabien Martz                          , 1         , 3         , 0         ,
, 2002170247, FRA       ,           , Cyril Badin                           , 1         , 3         , 0         ,
, 2002170246, FRA       ,           , Yanis Aubert                          , 3         , 9         , 0         ,
, 2002170245, GHA       , FRA       , Gideon Abdulai                        , 2         , 5         , 3         ,
, 2002170244, NOR       ,           , Trond Bjørnebye                       , 1         , 16        , 0         ,
, 2002170243, FRA       ,           , Damien Tisserand                      , 2         , 15        , 0         ,
, 2002170242, FRA       , GLP       , Vidian Gendrey                        , 2         , 15        , 3         ,
, 2002170241, ENG       ,           , Lewis Dorin                           , 1         , 10        , 0         ,
, 2002170240, WAL       ,           , Kyle Parker                           , 1         , 16        , 9         ,
, 2002170239, ENG       ,           , Jacob Bell                            , 1         , 3         , 0         ,
, 2002170238, SCO       , GAB       , Loïc Biyenzi Litona                   , 1         , 16        , 3         ,
, 2002170235, TUR       , GER       , Mustafa Kaya                          , 1         , 5         , 1         ,
, 2002170234, ROU       , GER       , Iacob Roată                           , 1         , 5         , 1         ,
, 2002170233, CRO       , GER       , Younes Kohler                         , 1         , 7         , 0         ,
, 2002170232, GER       ,           , Tobias Voigt                          , 1         , 5         , 0         ,
, 2002170231, GER       ,           , Leon Schwabe                          , 1         , 3         , 0         ,
, 2002170230, GER       ,           , Mischa Erbs                           , 1         , 10        , 0         ,
, 2002170229, GER       ,           , Laurin Erbs                           , 1         , 1         , 0         ,
, 2002170228, GER       , COD       , Hamis Rajabu                          , 1         , 5         , 3         ,
, 2002170227, GER       ,           , Patric Seeger                         , 1         , 3         , 0         ,
, 2002170226, AUT       , GER       , Jacob König                           , 2         , 8         , 0         ,
, 2002170225, GER       ,           , Daniel Enser                          , 3         , 10        , 0         ,
, 2002170224, GER       ,           , Dominic Wölfinger                     , 2         , 3         , 0         ,
, 2002170223, GER       ,           , Marko Elsner                          , 2         , 9         , 0         ,
, 2002170222, GER       ,           , Sergio Herdling                       , 3         , 2         , 0         ,
, 2002170221, GER       ,           , Marcus Zetzmann                       , 2         , 12        , 0         ,
, 2002170220, GER       ,           , Jannis Beihl                          , 3         , 11        , 0         ,
, 2002170219, GER       , TUR       , Hasan Salihoğlu                       , 2         , 3         , 1         ,
, 2002170218, GER       , USA       , Mitch McLagan                         , 2         , 14        , 0         ,
, 2002170217, GER       ,           , Joshua Fahlbusch                      , 3         , 12        , 0         ,
, 2002170216, GER       ,           , Alexander Görner                      , 1         , 10        , 0         ,
, 2002170215, GER       ,           , Andreas Frede                         , 2         , 9         , 0         ,
, 2002170214, GER       , SLE       , David Bangura                         , 3         , 16        , 3         ,
, 2002170213, FRA       ,           , Mateo Leclercq                        , 2         , 8         , 0         ,
, 2002170212, CIV       , FRA       , Sekou Touré                           , 3         , 5         , 3         ,
, 2002170211, FRA       ,           , Gérald Bertrand                       , 1         , 16        , 0         ,
, 2002170210, FRA       ,           , Tahar Merle                           , 3         , 16        , 2         ,
, 2002170209, FRA       ,           , Michel Thery                          , 3         , 15        , 0         ,
, 2002170208, FRA       ,           , Charly Morel                          , 1         , 11        , 0         ,
, 2002170207, FRA       ,           , Benjamin Audibert                     , 1         , 15        , 1         ,
, 2002170206, FRA       ,           , Gilles Chardon                        , 3         , 2         , 0         ,
, 2002170136, GER       , TUR       , Deniz Coskun                          , 1         , 15        , 1         ,
, 2002170135, ESP       , GER       , David                                 , 2         , 3         , 1         ,
, 2002170134, GER       ,           , Filip Schäfer                         , 2         , 1         , 0         ,
, 2002170133, MAR       , GER       , Ayoub Benslimane                      , 1         , 15        , 2         ,
, 2002170132, GER       , NGA       , Isah Chinedu                          , 1         , 5         , 3         ,
, 2002170131, GER       , ESP       , Juan Pedro Rubio                      , 2         , 5         , 1         ,
, 2002170130, GER       ,           , Marco Noll                            , 2         , 16        , 0         ,
, 2002170129, GER       , ITA       , Demetrio Longo                        , 1         , 10        , 0         ,
, 2002170128, GER       , GHA       , Prince Wellington                     , 1         , 5         , 3         ,
, 2002170127, GER       ,           , Nico Eisele                           , 1         , 9         , 0         ,
, 2002170126, ALB       , GER       , Albert Shaqiri                        , 2         , 5         , 1         ,
, 2002170125, GER       , COD       , Marvin Matondo                        , 1         , 15        , 3         ,
, 2002170124, TUR       , GER       , Fatih Ülkü                            , 1         , 3         , 2         ,
, 2002170123, GER       ,           , Mario Krause                          , 2         , 1         , 0         ,
, 2002170122, GER       , COD       , Cardo Ikamba                          , 1         , 5         , 3         ,
, 2002170121, GER       , COD       , Joseph N'Kololo                       , 1         , 5         , 3         ,
, 2002170120, GER       ,           , Kevin Brodwolf                        , 1         , 10        , 0         ,
, 2002170119, TUR       , GER       , Zeki Öztürk                           , 3         , 3         , 0         ,
, 2002170118, GER       , PAR       , David Paniagua                        , 2         , 16        , 1         ,
, 2002170117, CIV       , FRA       , Mamadou Atheba                        , 1         , 5         , 3         ,
, 2002170116, FRA       , TUR       , Metin Yanar                           , 1         , 11        , 2         ,
, 2002170115, FRA       ,           , Dorian Bousquet                       , 1         , 16        , 1         ,
, 2002170114, POR       , FRA       , Raul Cunha                            , 3         , 5         , 1         ,
, 2002170113, CIV       , FRA       , Wilfried Fofana                       , 3         , 5         , 3         ,
, 2002170112, FRA       , TUN       , Haythem Ismaïl                        , 3         , 5         , 2         ,
, 2002170111, FRA       ,           , Maxime Mahe                           , 1         , 3         , 0         ,
, 2002170105, MNE       , GER       , Milorad Dedić                         , 3         , 2         , 0         ,
, 2002170104, ALB       , GER       , Enver Jonuzi                          , 2         , 3         , 0         ,
, 2002170103, GER       ,           , Christopher Aggensteiner              , 1         , 9         , 0         ,
, 2002170102, GER       ,           , Manuel Brand                          , 2         , 16        , 0         ,
, 2002170101, GER       ,           , Willie Dietterle                      , 1         , 10        , 0         ,
, 2002170100, COD       , GER       , Daniel Kalala                         , 1         , 15        , 3         ,
, 2002170099, GER       , TUR       , Burhan Doğru                          , 3         , 5         , 1         ,
, 2002170098, GER       ,           , Kay Schmitz                           , 1         , 10        , 0         ,
, 2002170097, IRN       , GER       , Yousef Ghafari                        , 1         , 16        , 2         ,
, 2002170096, GER       , TUR       , Murat Güngör                          , 2         , 11        , 1         ,
, 2002170095, LUX       , GER       , Steve Rodrigues                       , 1         , 2         , 0         ,
, 2002170094, SEN       , GER       , Modou Diaby                           , 2         , 5         , 3         ,
, 2002170093, ZIM       , GER       , Takudzwa Phiri                        , 2         , 15        , 3         ,
, 2002170092, GER       ,           , Ole Buth                              , 3         , 3         , 0         ,
, 2002170091, GER       , ZAM       , Simon Zimba                           , 1         , 5         , 3         ,
, 2002170090, GER       , GAM       , Matarr Saidy                          , 2         , 16        , 3         ,
, 2002170089, GER       , BFA       , Abdoul Kafando                        , 3         , 5         , 3         ,
, 2002170088, GER       , ZIM       , Tinashe Mutero                        , 1         , 16        , 3         ,
, 2002170087, GER       , NGA       , Joel Okwara                           , 2         , 5         , 3         ,
, 2002170086, FRA       ,           , Emmanuel Thiery                       , 1         , 11        , 0         ,
, 2002170085, BRA       ,           , Paulo                                 , 1         , 5         , 1         ,
, 2002170084, MAR       ,           , Mohamed Daoudi                        , 1         , 5         , 2         ,
, 2002170083, FRA       ,           , Ugo Oueslati                          , 1         , 12        , 1         ,
, 2002170082, FRA       ,           , Tom Costa                             , 3         , 1         , 0         ,
, 2002170081, FRA       ,           , Eddy Thomas                           , 2         , 8         , 0         ,
, 2002170080, FRA       ,           , Brian Vial                            , 1         , 11        , 0         ,
, 2002170079, CIV       , FRA       , Henri Sangaré                         , 1         , 5         , 3         ,
, 2002170022, GER       ,           , Heiko Machmeier                       , 3         , 12        , 0         ,
, 2002170021, MKD       , GER       , Darko Nastevski                       , 3         , 4         , 0         ,
, 2002170020, GER       ,           , Patric Rodwald                        , 1         , 16        , 0         ,
, 2002170019, GER       , NGA       , Paul Madaki                           , 2         , 5         , 3         ,
, 2002170018, GER       , POL       , Aleksander Nawrocki                   , 2         , 11        , 0         ,
, 2002170017, GER       ,           , Alexander Riemer                      , 2         , 7         , 0         ,
, 2002170016, GER       ,           , Romario Dähne                         , 1         , 2         , 0         ,
, 2002170015, POL       , GER       , Damian Winiecki                       , 1         , 10        , 0         ,
, 2002170014, GER       , BIH       , Stefan Bećirović                      , 2         , 16        , 0         ,
, 2002170013, POL       , GER       , Filip Jabłoński                       , 1         , 10        , 0         ,
, 2002170012, GER       ,           , Kai Bastian Kolberg                   , 2         , 9         , 0         ,
, 2002170011, GER       , POL       , Przemysław Parzyszek                  , 2         , 2         , 0         ,
, 2002170010, GER       ,           , Hajo Focher                           , 2         , 15        , 0         ,
, 2002170009, GER       , CMR       , Arthur Nnomo                          , 1         , 15        , 3         ,
, 2002170008, GER       ,           , Joshua Haas                           , 1         , 9         , 0         ,
, 2002170007, AUT       , GER       , Yasin Kröll                           , 2         , 3         , 0         ,
, 2002170006, GER       ,           , Nils Brune                            , 2         , 5         , 0         ,
, 2002170005, GER       ,           , Frank Wieland                         , 1         , 5         , 0         ,
, 2002170004, GER       ,           , Jan-Niklas Hiemann                    , 1         , 3         , 0         ,
, 2002170003, FRA       , GUI       , Ismaël Youla                          , 1         , 16        , 3         ,
, 2002170002, ALG       , FRA       , Ahmed Amri                            , 2         , 15        , 2         ,
, 2002170001, FRA       ,           , Bernard Soler                         , 1         , 11        , 0         ,
, 2002170000, FRA       ,           , Gregory Lecoq                         , 1         , 10        , 0         ,
, 2002169999, FRA       ,           , Antonin Jezequel                      , 1         , 3         , 0         ,
, 2002169998, FRA       ,           , Olivier Le Bris                       , 3         , 2         , 0         ,
, 2002169997, FRA       , DJI       , Mohamed Batio                         , 2         , 16        , 3         ,
, 2002169996, CTA       , FRA       , Ourdy Mokonou                         , 2         , 5         , 3         ,
, 2002169962, TUR       ,           , Ozan Erdoğan                          , 1         , 15        , 2         ,
, 2002169961, TUR       ,           , Recep Çiçek                           , 2         , 5         , 1         ,
, 2002169960, TUR       ,           , Utku Soysal                           , 1         , 5         , 2         ,
, 2002169959, BUL       , TUR       , Zekeriya Avcı                         , 1         , 3         , 1         ,
, 2002169958, TUR       ,           , Caner Hüseyin Emek                    , 2         , 5         , 1         ,
, 2002169957, TUR       ,           , Emre Civelek                          , 2         , 5         , 1         ,
, 2002169956, TUR       ,           , Ozan Bayraktar                        , 2         , 16        , 1         ,
, 2002169955, TUR       , GER       , Soner Sakarya                         , 1         , 5         , 2         ,
, 2002169954, TUR       ,           , Murat İsmet Tağa                      , 1         , 5         , 1         ,
, 2002169953, TUR       ,           , Murat Ekinci                          , 2         , 16        , 1         ,
, 2002169952, TUR       ,           , Ender Ceylan                          , 1         , 5         , 1         ,
, 2002169951, TUR       ,           , Ömer Ömür                             , 1         , 5         , 2         ,
, 2002169950, ISR       ,           , Zahi Shalev                           , 1         , 16        , 9         ,
, 2002169949, ISR       ,           , Shachar Baron                         , 1         , 12        , 2         ,
, 2002169948, ISR       ,           , Yoni Sa'ar                            , 2         , 5         , 2         ,
, 2002169947, ISR       ,           , Alon Amrani                           , 1         , 5         , 0         ,
, 2002169946, HUN       ,           , Csaba Fuhrmann                        , 1         , 12        , 0         ,
, 2002169945, HUN       ,           , Pál Szileszki                         , 3         , 10        , 0         ,
, 2002169944, HUN       ,           , János Herczeg                         , 1         , 5         , 1         ,
, 2002169943, HUN       ,           , András Kecskeméti                     , 1         , 11        , 0         ,
, 2002169942, GRE       ,           , Charalampos Kleidis                   , 3         , 5         , 1         ,
, 2002169941, GRE       ,           , Christos Iordanidis                   , 1         , 5         , 1         ,
, 2002169940, GRE       ,           , Antonis Tsoulakos                     , 2         , 5         , 1         ,
, 2002169939, GRE       ,           , Lyberis Paralikis                     , 2         , 16        , 1         ,
, 2002169938, GER       ,           , Bernd Filbert                         , 1         , 15        , 0         ,
, 2002169937, GHA       , GER       , Kofi Mohammed                         , 2         , 5         , 3         ,
